AC	sim	Count	Prop	mu_fit
347	2.0127914243127024e-05	7.0	2.0767569363681676e-05	1.9e-07
348	2.003448133542403e-05	5.0	1.4833978116915482e-05	1.9e-07
349	1.9942804588109964e-05	12.0	3.560154748059716e-05	1.9e-07
350	1.985292877124865e-05	3.0	8.90038687014929e-06	1.9e-07
351	1.9764889862939753e-05	2.0	5.933591246766193e-06	1.9e-07
352	1.9678715500501095e-05	9.0	2.6701160610447868e-05	1.9e-07
353	1.95944255071737e-05	3.0	8.90038687014929e-06	1.9e-07
354	1.9512032485090144e-05	5.0	1.4833978116915482e-05	1.9e-07
355	1.9431542334788438e-05	5.0	1.4833978116915482e-05	1.9e-07
356	1.935295490511442e-05	8.0	2.3734364987064772e-05	1.9e-07
357	1.9276264523533066e-05	7.0	2.0767569363681676e-05	1.9e-07
358	1.9201460502283737e-05	9.0	2.6701160610447868e-05	1.9e-07
359	1.9128527652859994e-05	7.0	2.0767569363681676e-05	1.9e-07
360	1.9057446696705718e-05	10.0	2.9667956233830964e-05	1.9e-07
361	1.8988194629903243e-05	5.0	1.4833978116915482e-05	1.9e-07
362	1.8920745048059728e-05	4.0	1.1867182493532386e-05	1.9e-07
363	1.8855068352609893e-05	5.0	1.4833978116915482e-05	1.9e-07
364	1.8791131979155798e-05	5.0	1.4833978116915482e-05	1.9e-07
365	1.8728900503762853e-05	6.0	1.780077374029858e-05	1.9e-07
366	1.8668335745722705e-05	7.0	2.0767569363681676e-05	1.9e-07
367	1.8609396832390442e-05	8.0	2.3734364987064772e-05	1.9e-07
368	1.855204020700745e-05	7.0	2.0767569363681676e-05	1.9e-07
369	1.849621970393952e-05	11.0	3.263475185721406e-05	1.9e-07
370	1.8441886508356763e-05	4.0	1.1867182493532386e-05	1.9e-07
371	1.8388989249822745e-05	5.0	1.4833978116915482e-05	1.9e-07
372	1.8337474058803572e-05	10.0	2.9667956233830964e-05	1.9e-07
373	1.8287284626703692e-05	5.0	1.4833978116915482e-05	1.9e-07
374	1.8238362379881362e-05	6.0	1.780077374029858e-05	1.9e-07
375	1.8190646641085693e-05	5.0	1.4833978116915482e-05	1.9e-07
376	1.8144074884801625e-05	7.0	2.0767569363681676e-05	1.9e-07
377	1.809858301160857e-05	6.0	1.780077374029858e-05	1.9e-07
378	1.805410568358161e-05	6.0	1.780077374029858e-05	1.9e-07
379	1.8010576738617278e-05	6.0	1.780077374029858e-05	1.9e-07
380	1.7967929594373126e-05	4.0	1.1867182493532386e-05	1.9e-07
381	1.7926097735703473e-05	5.0	1.4833978116915482e-05	1.9e-07
382	1.7885015230016862e-05	7.0	2.0767569363681676e-05	1.9e-07
